target_id,candidate_record_id,candidate_sensitive_value,candidate_qid_matched_attr_count,candidate_qid_exact_match_count,candidate_qid_generalized_match_count,candidate_qid_suppressed_match_count,candidate_refine_exact_match_count,candidate_refine_privjedai_fuzzy_match_count,candidate_total_matched_attr_count,candidate_is_true_record
29980,31,<=50K,0,0,0,0,2,0,2,False
29980,138,<=50K,0,0,0,0,2,0,2,False
29980,243,<=50K,0,0,0,0,2,0,2,False
29980,400,<=50K,0,0,0,0,2,0,2,False
29980,420,<=50K,0,0,0,0,2,0,2,False
29980,445,<=50K,0,0,0,0,2,0,2,False
29980,448,<=50K,0,0,0,0,2,0,2,False
29980,496,<=50K,0,0,0,0,2,0,2,False
29980,517,<=50K,0,0,0,0,2,0,2,False
29980,565,<=50K,0,0,0,0,2,0,2,False
29980,650,<=50K,0,0,0,0,2,0,2,False
29980,693,<=50K,0,0,0,0,2,0,2,False
29980,809,<=50K,0,0,0,0,2,0,2,False
29980,944,<=50K,0,0,0,0,2,0,2,False
29980,1000,<=50K,0,0,0,0,2,0,2,False
29980,1031,<=50K,0,0,0,0,2,0,2,False
29980,1141,<=50K,0,0,0,0,2,0,2,False
29980,1159,<=50K,0,0,0,0,2,0,2,False
29980,1173,<=50K,0,0,0,0,2,0,2,False
29980,1214,<=50K,0,0,0,0,2,0,2,False
29980,1321,<=50K,0,0,0,0,2,0,2,False
29980,1369,<=50K,0,0,0,0,2,0,2,False
29980,1502,<=50K,0,0,0,0,2,0,2,False
29980,1525,<=50K,0,0,0,0,2,0,2,False
29980,1569,<=50K,0,0,0,0,2,0,2,False
29980,1592,<=50K,0,0,0,0,2,0,2,False
29980,1673,<=50K,0,0,0,0,2,0,2,False
29980,1684,<=50K,0,0,0,0,2,0,2,False
29980,1928,<=50K,0,0,0,0,2,0,2,False
29980,2061,<=50K,0,0,0,0,2,0,2,False
29980,2248,<=50K,0,0,0,0,2,0,2,False
29980,2307,<=50K,0,0,0,0,2,0,2,False
29980,2359,<=50K,0,0,0,0,2,0,2,False
29980,2393,<=50K,0,0,0,0,2,0,2,False
29980,2401,<=50K,0,0,0,0,2,0,2,False
29980,2427,<=50K,0,0,0,0,2,0,2,False
29980,2452,<=50K,0,0,0,0,2,0,2,False
29980,2499,<=50K,0,0,0,0,2,0,2,False
29980,2666,<=50K,0,0,0,0,2,0,2,False
29980,2712,<=50K,0,0,0,0,2,0,2,False
29980,2772,<=50K,0,0,0,0,2,0,2,False
29980,2990,<=50K,0,0,0,0,2,0,2,False
29980,3066,<=50K,0,0,0,0,2,0,2,False
29980,3074,<=50K,0,0,0,0,2,0,2,False
29980,3085,<=50K,0,0,0,0,2,0,2,False
29980,3088,<=50K,0,0,0,0,2,0,2,False
29980,3114,<=50K,0,0,0,0,2,0,2,False
29980,3177,<=50K,0,0,0,0,2,0,2,False
29980,3196,<=50K,0,0,0,0,2,0,2,False
29980,3319,<=50K,0,0,0,0,2,0,2,False
29980,3344,<=50K,0,0,0,0,2,0,2,False
29980,3371,<=50K,0,0,0,0,2,0,2,False
29980,3441,<=50K,0,0,0,0,2,0,2,False
29980,3498,<=50K,0,0,0,0,2,0,2,False
29980,3681,<=50K,0,0,0,0,2,0,2,False
29980,3785,<=50K,0,0,0,0,2,0,2,False
29980,3843,<=50K,0,0,0,0,2,0,2,False
29980,3853,<=50K,0,0,0,0,2,0,2,False
29980,3899,<=50K,0,0,0,0,2,0,2,False
29980,3985,<=50K,0,0,0,0,2,0,2,False
29980,4026,<=50K,0,0,0,0,2,0,2,False
29980,4152,<=50K,0,0,0,0,2,0,2,False
29980,4247,<=50K,0,0,0,0,2,0,2,False
29980,4461,<=50K,0,0,0,0,2,0,2,False
29980,4487,<=50K,0,0,0,0,2,0,2,False
29980,4615,<=50K,0,0,0,0,2,0,2,False
29980,4840,<=50K,0,0,0,0,2,0,2,False
29980,4896,<=50K,0,0,0,0,2,0,2,False
29980,5032,<=50K,0,0,0,0,2,0,2,False
29980,5070,<=50K,0,0,0,0,2,0,2,False
29980,5125,<=50K,0,0,0,0,2,0,2,False
29980,5230,<=50K,0,0,0,0,2,0,2,False
29980,5258,<=50K,0,0,0,0,2,0,2,False
29980,5271,<=50K,0,0,0,0,2,0,2,False
29980,5346,<=50K,0,0,0,0,2,0,2,False
29980,5526,<=50K,0,0,0,0,2,0,2,False
29980,5726,<=50K,0,0,0,0,2,0,2,False
